2022-01-21 17:53:07.675 | INFO     | project.utils.scan:__synchronous_way:476 - Using synchronous scan
2022-01-26 16:51:48.934 | INFO     | project.utils.scan:__start_scan:514 - Starting to launch threads based on your cpu
2022-01-26 16:51:48.938 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-26 16:52:14.732 | ERROR    | project.utils.neo.dboperations:query:108 - Query failed
2022-01-26 16:52:24.031 | ERROR    | project.utils.neo.dboperations:query:108 - Query failed
2022-01-26 16:52:25.020 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-26 16:52:25.023 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 10:54:37.596 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 10:54:37.597 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 10:57:18.454 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 10:57:18.456 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 10:59:36.996 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 10:59:36.997 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 11:00:26.017 | ERROR    | project.utils.neo.dboperations:query:171 - Query failed
2022-01-27 11:00:26.114 | ERROR    | project.utils.neo.dboperations:query:171 - Query failed
2022-01-27 11:05:04.220 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 11:05:04.220 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 11:05:50.742 | ERROR    | project.utils.neo.dboperations:query:171 - Query failed
2022-01-27 11:05:50.771 | ERROR    | project.utils.neo.dboperations:query:171 - Query failed
2022-01-27 11:29:59.286 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 11:29:59.287 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 11:30:48.031 | ERROR    | project.utils.neo.dboperations:query:171 - Query failed
2022-01-27 11:39:16.585 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 11:39:16.586 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 11:40:00.871 | ERROR    | project.utils.neo.dboperations:query:182 - Query failed
2022-01-27 11:40:00.879 | ERROR    | project.utils.neo.dboperations:query:182 - Query failed
2022-01-27 11:40:59.569 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 11:40:59.569 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 11:42:25.093 | SUCCESS  | project.utils.scan:__set_up_scan_actions_synchronous:480 - Synchronous scanning has been completed
2022-01-27 11:46:35.432 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 11:46:35.432 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 11:47:20.878 | ERROR    | project.utils.neo.dboperations:query:171 - Query failed
2022-01-27 12:10:50.646 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 12:10:50.646 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 12:11:13.669 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-27 12:11:13.670 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-27 12:11:57.981 | ERROR    | project.utils.neo.dboperations:query:194 - Query failed
2022-01-28 11:18:10.423 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-28 11:18:10.424 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-28 11:19:19.930 | INFO     | project.utils.scan:__start_scan:515 - Starting to launch threads based on your cpu
2022-01-28 11:19:19.931 | INFO     | project.utils.scan:__synchronous_way:485 - Using synchronous scan
2022-01-28 11:20:49.301 | SUCCESS  | project.utils.scan:__set_up_scan_actions_synchronous:480 - Synchronous scanning has been completed
2022-01-28 11:29:25.953 | INFO     | project.utils.scan:__start_scan:516 - Starting to launch threads based on your cpu
2022-01-28 11:29:25.954 | INFO     | project.utils.scan:__synchronous_way:486 - Using synchronous scan
2022-01-28 11:31:08.753 | SUCCESS  | project.utils.scan:__set_up_scan_actions_synchronous:481 - Synchronous scanning has been completed
2022-01-28 11:31:11.515 | WARNING  | project.utils.scan:__show_scan_info:242 - the analysis of this 192.168.253.0/24 has not collected any information or no scan has been performed with it yet
2022-01-28 11:32:00.994 | WARNING  | project.utils.scan:__show_scan_info:242 - the analysis of this 192.168.253.0/24 has not collected any information or no scan has been performed with it yet
2022-01-28 12:29:50.160 | INFO     | project.utils.scan:__start_scan:517 - Starting to launch threads based on your cpu
2022-01-28 12:29:50.161 | INFO     | project.utils.scan:__synchronous_way:488 - Using synchronous scan
2022-01-28 12:31:26.827 | SUCCESS  | project.utils.scan:__set_up_scan_actions_synchronous:483 - Synchronous scanning has been completed
2022-01-28 12:55:12.601 | INFO     | project.shell.igris:show_settable_variables_necessary:267 - Showing necessary settable variables
2022-01-28 15:13:34.842 | WARNING  | project.utils.scan:__show_subnet_information:236 - This user has not recollected any information in this subnet
2022-01-28 15:15:33.777 | INFO     | project.utils.scan:__start_scan:527 - Starting to launch threads based on your cpu
2022-01-28 15:15:33.780 | INFO     | project.utils.scan:__synchronous_way:498 - Using synchronous scan
2022-01-28 15:17:01.900 | WARNING  | project.utils.scan:__show_scan_info:254 - the analysis of this 192.168.200.0/24 has not collected any information or no scan has been performed with it yet
2022-01-28 15:17:52.720 | INFO     | project.utils.scan:__start_scan:527 - Starting to launch threads based on your cpu
2022-01-28 15:17:52.721 | INFO     | project.utils.scan:__synchronous_way:498 - Using synchronous scan
2022-01-28 15:19:12.281 | INFO     | project.shell.igris:show_settable_variables_necessary:267 - Showing necessary settable variables
2022-01-28 15:19:56.266 | INFO     | project.utils.psexec:__try_psexec_connection:262 - The connection has been established successfully
2022-01-28 15:19:56.349 | INFO     | project.utils.psexec:__shell:234 - Starting cmd.exe interactively
2022-01-28 15:20:08.622 | INFO     | project.utils.psexec:__exec_shell_command:64 -  Volume in drive C has no label.
 Volume Serial Number is 8E31-AD3C

 Directory of C:\Windows\System32

01/28/2022  04:15 PM    <DIR>          .
01/28/2022  04:15 PM    <DIR>          ..
12/07/2019  10:49 AM    <DIR>          0409
12/07/2019  10:08 AM            12,088 69fe178f-26e7-43a9-aa7d-2b616b672dde_eventlogservice.dll
10/06/2021  02:53 PM            12,080 6bea57fb-8dfb-4177-9ae8-42e8b3529933_RuntimeDeviceInstall.dll
12/07/2019  10:09 AM             3,176 @AdvancedKeySettingsNotification.png
12/07/2019  10:08 AM               232 @AppHelpToast.png
12/07/2019  10:08 AM               308 @AudioToastIcon.png
12/07/2019  10:08 AM               450 @BackgroundAccessToastIcon.png
12/07/2019  10:08 AM               199 @bitlockertoastimage.png
12/07/2019  10:08 AM            14,791 @edptoastimage.png
12/07/2019  10:08 AM               330 @EnrollmentToastIcon.png
12/07/2019  10:08 AM               563 @language_notification_icon.png
12/07/2019  10:09 AM               483 @optionalfeatures.png
12/07/2019  10:09 AM               354 @StorageSenseToastIcon.png
12/07/2019  10:09 AM               404 @VpnToastIcon.png
12/07/2019  10:09 AM           195,443 @windows-hello-V4.1.gif
12/07/2019  10:09 AM               714 @WindowsHelloFaceToastIcon.png
12/07/2019  10:08 AM               518 @WindowsUpdateToastIcon.contrast-black.png
12/07/2019  10:08 AM               810 @WindowsUpdateToastIcon.contrast-white.png
12/07/2019  10:08 AM               518 @WindowsUpdateToastIcon.png
12/07/2019  10:08 AM               691 @WirelessDisplayToast.png
12/07/2019  10:09 AM               402 @WLOGO_48x48.png
12/24/2021  04:28 PM           466,432 aadauthhelper.dll
12/24/2021  04:28 PM         1,013,760 aadcloudap.dll
10/06/2021  02:52 PM           102,400 aadjcsp.dll
12/24/2021  04:28 PM         1,427,456 aadtb.dll
10/06/2021  02:52 PM           177,968 aadWamExtension.dll
10/06/2021  02:52 PM           465,408 AarSvc.dll
10/06/2021  02:53 PM           441,168 AboutSettingsHandlers.dll
12/24/2021  04:28 PM           419,328 AboveLockAppHost.dll
10/06/2021  02:52 PM           281,088 accessibilitycpl.dll
10/06/2021  02:54 PM           274,432 accountaccessor.dll
10/06/2021  02:54 PM           435,712 AccountsRt.dll
12/24/2021  04:29 PM           374,784 AcGenral.dll
10/06/2021  02:53 PM           326,144 AcLayers.dll
12/07/2019  10:09 AM            11,264 acledit.dll
12/07/2019  10:09 AM           587,264 aclui.dll
10/06/2021  02:52 PM           479,544 acmigration.dll
10/06/2021  02:52 PM           195,584 ACPBackgroundManagerPolicy.dll
10/06/2021  02:52 PM            88,576 acppage.dll
12/07/2019  10:09 AM            13,312 acproxy.dll
10/06/2021  02:53 PM            81,408 AcSpecfc.dll
10/06/2021  02:52 PM           322,048 ActionCenter.dll
10/06/2021  02:52 PM           166,400 ActionCenterCPL.dll
12/07/2019  10:09 AM           189,752 ActionQueue.dll
10/06/2021  02:52 PM            56,320 ActivationClient.dll
10/06/2021  02:52 PM           797,696 ActivationManager.dll
10/06/2021  02:52 PM           274,432 activeds.dll
10/06/2021  02:52 PM           112,128 activeds.tlb
12/07/2019  10:08 AM             8,321 ActiveHours.png
10/06/2021  02:54 PM           103,424 ActiveSyncCsp.dll
10/06/2021  02:54 PM         1,707,520 ActiveSyncProvider.dll
10/06/2021  02:52 PM           637,952 actxprxy.dll
12/24/2021  04:29 PM            68,608 AcWinRT.dll
10/06/2021  02:53 PM            15,872 AcXtrnal.dll
10/06/2021  02:52 PM            53,248 AdaptiveCards.dll
12/07/2019  10:08 AM            67,584 AddressParser.dll
12/07/2019  10:09 AM            24,576 adhapi.dll
10/06/2021  02:53 PM           100,352 adhsvc.dll
10/06/2021  02:54 PM           542,208 AdmTmpl.dll
10/06/2021  02:53 PM            60,416 adprovider.dll
10/06/2021  02:53 PM           136,704 adrclient.dll
12/24/2021  04:28 PM           262,144 adsldp.dll
10/06/2021  02:52 PM           258,560 adsldpc.dll
12/07/2019  10:09 AM           104,960 adsmsext.dll
12/07/2019  10:09 AM           364,032 adsnt.dll
01/15/2022  06:42 PM           865,280 adtschema.dll
10/06/2021  02:52 PM           168,448 AdvancedEmojiDS.dll
10/06/2021  02:58 PM    <DIR>          AdvancedInstallers
01/15/2022  06:42 PM           699,904 advapi32.dll
12/07/2019  10:08 AM             2,560 advapi32res.dll
12/07/2019  10:08 AM           151,552 advpack.dll
12/07/2019  10:08 AM            30,720 aeevts.dll
12/24/2021  04:28 PM           852,296 aeinv.dll
10/06/2021  02:52 PM           598,344 aepic.dll
10/06/2021  02:52 PM           916,480 agentactivationruntime.dll
10/06/2021  02:52 PM            13,312 agentactivationruntimestarter.exe
01/15/2022  06:42 PM           886,272 agentactivationruntimewindows.dll
01/15/2022  06:42 PM         1,227,776 AgentService.exe
10/06/2021  02:52 PM         3,232,056 aitstatic.exe
12/07/2019  10:08 AM            26,112 AJRouter.dll
10/06/2021  02:52 PM            95,744 alg.exe
12/07/2019  10:09 AM           162,816 altspace.dll
12/07/2019  10:14 AM    <DIR>          am-et
10/06/2021  02:52 PM            77,824 amsi.dll
10/06/2021  02:52 PM            14,848 amsiproxy.dll
10/06/2021  02:53 PM           100,864 amstream.dll
10/06/2021  02:54 PM           219,648 Analog.Shell.Broker.dll
12/07/2019  10:09 AM            31,232 AnalogCommonProxyStub.dll
10/06/2021  02:53 PM           256,512 apds.dll
10/06/2021  02:54 PM            72,192 APHostClient.dll
12/06/2019  05:35 PM            16,384 APHostRes.dll
10/06/2021  02:54 PM           351,744 APHostService.dll
10/06/2021  02:52 PM           248,832 apisampling.dll
10/06/2021  02:52 PM            91,136 ApiSetHost.AppExecutionAlias.dll
12/07/2019  10:08 AM           128,312 apisetschema.dll
10/06/2021  02:53 PM         1,487,360 APMon.dll
01/15/2022  06:42 PM           913,688 AppContracts.dll
10/06/2021  02:52 PM           208,896 AppExtension.dll
12/24/2021  04:28 PM           570,880 apphelp.dll
10/06/2021  02:52 PM            34,816 Apphlpdm.dll
10/06/2021  02:52 PM           120,320 AppHostRegistrationVerifier.exe
10/06/2021  02:52 PM            69,744 appidapi.dll
10/06/2021  02:52 PM            57,344 appidcertstorecheck.exe
10/06/2021  02:52 PM           160,768 appidpolicyconverter.exe
10/06/2021  02:54 PM           404,992 AppIdPolicyEngineApi.dll
10/06/2021  02:52 PM            85,504 appidsvc.dll
12/24/2021  04:28 PM            25,600 appidtel.exe
10/06/2021  02:52 PM           220,160 appinfo.dll
10/06/2021  02:52 PM            12,288 appinfoext.dll
10/06/2021  02:52 PM            49,664 AppInstallerPrompt.Desktop.dll
12/07/2019  10:08 AM           124,416 ApplicationControlCSP.dll
01/15/2022  06:42 PM           669,184 ApplicationFrame.dll
10/06/2021  02:52 PM            78,456 ApplicationFrameHost.exe
12/07/2019  10:14 AM    <DIR>          AppLocker
12/24/2021  04:28 PM           390,144 AppLockerCSP.dll
12/24/2021  04:29 PM         1,164,288 ApplySettingsTemplateCatalog.exe
01/15/2022  06:42 PM         1,223,592 ApplyTrustOffline.exe
10/06/2021  02:53 PM           150,016 AppManagementConfiguration.dll
10/06/2021  02:54 PM           207,360 appmgmts.dll
10/06/2021  02:54 PM           470,016 appmgr.dll
12/07/2019  10:09 AM           114,688 AppMon.dll
10/06/2021  02:52 PM           147,456 AppointmentActivation.dll
10/06/2021  02:52 PM           795,136 AppointmentApis.dll
10/06/2021  02:58 PM    <DIR>          appraiser
10/06/2021  02:52 PM         2,007,368 appraiser.dll
10/06/2021  02:54 PM           651,776 AppReadiness.dll
12/07/2019  10:08 AM            12,800 apprepapi.dll
12/24/2021  04:28 PM           582,096 AppResolver.dll
10/06/2021  02:52 PM           235,008 ApproveChildRequest.exe
12/07/2019  10:08 AM           198,144 appsruprov.dll
